@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"It Begins: Crowds Mass In Major Cities: DC, LA, NYC, Philly, Portland, More… | Will It Escalate? | “95% Chance Of Widespread Violence”", FAKE
"If Clinton goes down, Loretta Lynch will go down with her", FAKE
"Sad Hillary Clinton Finally Concedes To Trump Publicly", FAKE
"Trump’s starting to panic: Corey Lewandowsi fired as campaign manager amid huge staff shakeup", REAL
"US uses Tunisia as drone base for Libya operations - report", FAKE
"The 2016 Republican field might be the most diverse ever — for either party", REAL
"William Weld: Never Mind Libertarianism, He's Running as Himself", REAL
"Trump slams 'corrupt' media, as more women make sexual assault claims", REAL
"HUFFPOLLSTER: Trump And Clinton Lead, But Iowa Polling Remains Volatile With A Week To Go", REAL
"GOP Senator On Fixing Obamacare: 'No, No, No, No'", REAL
"This is why Trump was smart to avoid her: Megyn Kelly just crushed the GOP debate", REAL
"“There is such a thing as being too late”: Obama issues a desperate call for a global climate deal", REAL
"Flip-flop: Vox warns of serious risk of Election Day violence, and not the good kind either", FAKE
"Rand Paul Drops Out Of White House Race", REAL
"Macy's is the latest to cut ties with Donald Trump", REAL
"Why Carly Fiorina is on a media blitz", REAL
"#MemeOfTheWeek: That Article From The Onion About Mass Shootings", REAL
"Seeking Refuge: Five lessons from Europe's migration crisis", REAL
"Why Not Vote Third Party? We Asked California Voters.", REAL
"Russia warns US of ‘unintended incidents’ over Syria", REAL
"US charges 61 with India-based scam involving 15,000 victims", FAKE
"Goldman Sachs Endorses Hillary Clinton For President", FAKE
"Uber Drivers Found To Discriminate By Gender, Race - The Onion - America's Finest News Source", FAKE
"Pro-Trump, anti-Trump groups clash in San Diego", REAL
"Solar Storm Alert", FAKE
"Marco Rubio self-destructs in New Hampshire", REAL
"Continental Gold", FAKE
"COMICAL: Larry the Cable Guy slams ‘indefensible’ hypocrisy from Donna Brazile", FAKE
"‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump", FAKE
"Charlie Hebdo editor-in-chief: ‘Religion should not be a political argument.’", REAL
"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)", REAL
"Hillary Makes SCANDALOUS Stop After Rachel Maddow Breaks Down On LIVE TV", FAKE
"Hillary accepts the nomination: A bold speech for a singular moment in American history", REAL
"Best Magic tricks ever revealed 2016", FAKE
"President Obama’s Interview With Samantha Bee Will Have You Rolling On The Floor Laughing (VIDEO)", FAKE
"Will Barack Obama Delay Or Suspend The Election If Hillary Is Forced Out By The New FBI Email Investigation?", FAKE
"MASSIVE Global Bond Write-Down Coming on Back of Financial Reset — Jim Willie", FAKE
"Earth had warmest winter on record", REAL
"Loretta Lynch becomes first African-American woman AG.", REAL
"Ruth Bader Ginsburg Has Perfect Response When Asked About Women On The Supreme Court", REAL
"The Republican Party ruined conservatism long before Trump: Why they still don’t get it", REAL
"President Obama has had an eventful year. His approval rating hasn't budged.", REAL
"“Idiocy”: New York Times editorial board scorches GOP’s nuclear sabotage", REAL
"Gay Rights Will Continue to Divide Republicans: Albert R. Hunt", REAL
"Netanyahu blasts ‘very, very bad’ Iran nuclear agreement", REAL
"Re: Liberals Claim Acquittal of Bundys is “Weaponized White Privilege”", FAKE
"McCarthy Bombshell Leaves House GOP in Chaos", REAL
"Christian Pastor Jailed by Iran Reveals STUNNING Truth About Trump", FAKE
"To nominate Clinton, it takes a village", REAL
"Jerusalem in Photos from 1862: No mosques, no Palestinians – only ghost towns of massacred Christian areas", FAKE
"Julian Assange October Surprise REVEALED", FAKE
"Here's Why All These Political Cattle Calls Matter", REAL
"Life: 6 Pieces Of Meat I Have Seen, Held, And In One Case, Gone On Vacation With", FAKE
"Dems sue GOP over Trump's 'rigged' complaints", FAKE
"Police morale can wait: How the Baltimore riots should reshape Attorney General Loretta Lynch’s agenda", REAL
"5 worst right-wing moments of the week — Palin & Trump declare war on Bill O’Reilly", REAL
"Strong jobs number holds risks for Clinton", REAL
"Charlie Hebdo attack: Three terrorists killed in raids", REAL
"Defense Secretary Carter used personal email in first months on the job", REAL
"Rubio surges back to electrify South Carolina", REAL
"Trump RNC manager: 'Winning isn't enough'", REAL
"American democracy is doomed", REAL
"Climate change: What you can do (Opinion)", REAL
"President Trump: A colossal failure for democracy and our terrifying new reality", REAL
"Sesame Seeds for Knee Osteoarthritis", FAKE
"Why Director Comey jumped at the chance to reopen Hillary investigation", FAKE
"Another Black Swan Hits the U.S. Presidential Election", FAKE
"A perfect mashup of “Stranger Things” and “A Charlie Brown Christmas”", FAKE
"Israeli Deputy Minister: Italy Quakes Retribution For Anti Jewish Vote", FAKE
"Hillary Clinton: The Alt-Right Has 'Effectively Taken Over the Republican Party'", REAL
"Cleveland, Justice Department Reach Policing Deal", REAL
"US-Korean Relations and the New US President | New Eastern Outlook", FAKE
"Here are the top five things to watch in tonight's debate", REAL
"Trump backs off false Iran video claim", REAL
"Brain Concussions in Children and Adults: What to Know About Vaccine Damage", FAKE
"If You Have One Of These Old VHS Tapes It May Be Worth Over $1000", FAKE
"Re: Jedi mind trick? Mark Hamill to Democrats: ‘Don’t panic- VOTE!’", FAKE
"Comment on Award Winning American Journalist Exposes The True Origin Of ISIS & The “War On Terror” by HILLARY CLINTON’S TIES TO ISIS SUPPORTERS | osmanisnin", FAKE
"Could This Be the Real 'Super Tuesday'? A Look at What's at Stake", REAL
"5 takeaways from New Hampshire", REAL
"Paris: Riot Police Flatten Invader Camp", FAKE
"Sanders, Trump easily win West Virginia primary, Trump picks up Nebraska too", REAL
"No, Sanders wouldn't be a better match for Trump", REAL
"US Airstrike Kills Four Iraqi Troops Near Mosul", FAKE
"Sources: Hillary Clinton to launch presidential campaign on Sunday", REAL
"Comments circulating about the Republican presidential candidate", FAKE
"How Democrats killed Obama's college savings plan", REAL
"Clinton Foundation received subpoena from State Department investigators", REAL
"A Materialist Analysis of Why I am Voting Green, and Why the Left Should Do the Same", FAKE
"Dogs hit escapees' scent at gas station near prison", REAL
"Standoff between Obama, Netanyahu deepens despite Palestinian state clarification", REAL
"Jesus Christ’s ‘Burial Slab’ Uncovered During Restoration", FAKE
"Rating Obama, 50% say he's been a success", REAL
"Luis Lázaro Tijerina: Americans and the Trump Victory - Russia News Now", FAKE
"WW3 averted? Putin congratulates Trump! [Video]", FAKE
"Yemeni forces fire ballistic missile at Saudi Arabia’s Jeddah airport", FAKE
"Major donors consider funding Black Lives Matter", REAL
"How To Open Your Chakras – As Explained By A Children’s Show [Watch]", FAKE
"Clinton Camp in Damage-Control Mode Over 'Top Secret' Emails", REAL
"Has Economics Failed?", FAKE
"GOP to Trump: You crossed the line", REAL
"Now We Can Finally Get to Work", FAKE
"IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!", FAKE
"Iran carries out new ballistic missile test", REAL
"Even Gawker haters should fear the strategy Peter Thiel is using to destroy Gawker", REAL
"Obama 'guarantees' he will not interfere with Clinton email investigation", REAL
"On To Indy: Hoosier State Could Be Stand For Trump Challengers, Sanders", REAL
"U.S. Currency Hidden Images", FAKE
"Nation Still Struggling To Come To Terms With Terrorist Living In Ireland", FAKE
"President Obama really really really really hates Maureen Dowd", REAL
"The FBI intervenes in the 2016 election", FAKE
"Secret Service testing ways to intercept rogue drones with late-night flights over Washington", REAL
"Physical Gold Demand and Fear", FAKE
"New Senate majority leader’s main goal for GOP: Don’t be scary", REAL
"Russia prevented Spain from diplomatical conflict denying its proposal", FAKE
"Malaysia to Buy Ships From China in Another Blow to US Regional Dominance", FAKE
"Picking Mike Pence Really Was A Grand Slam For Donald Trump", REAL
"Paul Ryan will face 'monumental obstacles' as speaker", REAL
"Scott Walker’s economic mess: How worker wages were gutted in Wisconsin", REAL
"The immigration swamp", REAL
"House committee passes bill that cuts Amtrak funding", REAL
"From Berkeley to Kent State", FAKE
"The Arcturian Group by Marilyn Raffaele October 23, 2016 [VIDEO]", FAKE
"Donald Trump’s grandfather ran Canadian brothel during gold rush, author says", FAKE
"Another Brian Williams Story Comes Into Question", REAL
"Of Course Facebook Is Biased. Its Real Problem Is That It Won’t Admit It.", REAL
"Rutgers Student Fired from Campus Newspaper After Writing ‘Illegal Alien’ in Column", FAKE
"Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere", FAKE
"‘He didn’t know the boy didn’t want to be raped’ – court throws out Muslim migrant child sex charge and Germans are in shock", FAKE
"Judge orders Obama administration to release illegal immigrants from 'deplorable' facilities", REAL
"Ted Cruz, the master strategist, was no match for Trump's cult of personality", REAL
"Yemen and YET another “False Flag” to Protect Saudi and US Interests in the Middle East | New Eastern Outlook", FAKE
"Obama: ‘We will be as aggressive as we can’ on immigration appeal", REAL
"The Perfect State Index: If Iowa, N.H. Are Too White To Go First, Then Who?", REAL
"US lifts Vietnam arms embargo in move to counter China", REAL
"The Kochs' plan to beat Reid", REAL
"'There are many instances’ of voter fraud: GOP VP candidate Pence", FAKE
"EgyptAir Flight 804: Final moments questioned", REAL
"Trump names three apparent vice-presidential possibilities on Twitter", REAL
"Non-GMO 'crop circles' showing up in corn fields in Nebraska", FAKE
"Netanyahu poised for third straight term as Israel PM after chief rival concedes", REAL
"Ugly, bloody scenes in San Jose as protesters attack Trump supporters outside rally", REAL
"Unpacking Donald Trump’s history with this fall’s debate moderators", REAL
"Russia, China Look To Autonomous Financial System", FAKE
"Why I'm more worried about Marco Rubio than Donald Trump", REAL
"Hillary Clinton had an amazing night — and not just because of her victories", REAL
"4 students arrested for Calif. school shooting plot", REAL
"GOP insiders: Carly crushed it", REAL
"Paul Ryan, a highway bill, and the political virtue of patience (+video)", REAL
"Re: DePaul: “Unborn Lives Matter” Posters Are Veiled Bigotry", FAKE
"ATTENTION WESTERN WORLD: If You Care About Your Country’s Security, Make Sure Everyone Gets Netanyahu’s Important Message", FAKE
"Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”", FAKE
"England players controversially allowed to wear three lions", FAKE
"So That Happened: Did Obama Forget That The GOP Runs Congress?", REAL
"Climate change happening 'right now,' Obama says ahead of Alaska trip", REAL
"Open Thread (NOT U.S. Election) 2016-38", FAKE
"Why Are Russia and China Buying Up All of America’s Food? Paul Martin and Dave Hodges", FAKE
"Lesser-Known Celebrity Contract Riders - The Onion - America's Finest News Source", FAKE
"I Envy You", FAKE
"Sanders signals the end is near", REAL
"Congress moves closer to preventing a shutdown", REAL
"Babylon Mystery Religion Series", FAKE
"Soros Paid Al Gore MILLIONS to Push ‘Aggressive US Action’ on Global Warming", FAKE
"Draft-Dodger Trump Said Sleeping Around Was My ‘Personal Vietnam’", REAL
"Washington's Embargo on Cuba Not Effective, Isolated US - White House", FAKE
"Chinese political dissidents are having their organs cut from their bodies for 'transplant tourists'", FAKE
"Networks Continue to Ignore Obamacare Collapse", FAKE
"Obama pushing to diversify federal judiciary amid GOP delays", REAL
"Oregon Standoff Leaders Acquitted For Malheur Wildlife Refuge Takeover", FAKE
"Illegal Thug Returns After Deported Twice, Gives Sick ‘Gift’ To Girlfriend", FAKE
"Count on Wide-Open 2016 Debate Over U.S.’s Role in the World", REAL
"Worst Of Saudi Economic Slump Yet To Come", FAKE
"Tim Kaine defends Clinton and says she's learned from email 'mistake'", REAL
"Getting 10 Minutes of Sunlight Per Day Can Stop Depression", FAKE
"Democratic primaries: Clinton claims nomination victory", REAL
"US calls for end to Saudi airstrikes in Yemen", FAKE
"Five takeaways from the GOP debate", REAL
"THE VISION THING 16    : Information", FAKE
"Iraqis in Mosul Find US Missiles at Captured Islamic State Base", FAKE
"Life: If You Love Enamel Pins, You’ll Love This Etsy Shop, And If You Don’t Care About Enamel Pins, You’ll Explode Over This Picture Of A Bulldog Puppy, And If That Doesn’t Do It For You, You’ll Lose Your Shit Over This Amazing-Looking Pizza, And If You Don’t, We’ll Find Something For You", FAKE
"Marco Rubio’s big gamble", REAL
"The full Ackbar: Right warns Obama war plan is a trap", REAL
"The Hubris of Democratic Elites, Clinton Campaign Gave Us President Trump", FAKE
"Is Hillary Clinton too big to indict? (+video)", REAL
"Monsanto Behind 4-Years-in-the-Making, Failed Peace Deal in Colombia", FAKE
"Guilty Verdict Returned In 'American Sniper' Murder Trial", REAL
"Why Trump Won, Why Clinton Lost", FAKE
"Berkley Professor Claims Hillary Clinton Email Investigation Nothing More Than a Sexist ‘Bitch Hunt’", FAKE
"The Retirement Nightmare: “There Will Be Life Altering Ramifications For Those Who Can’t Or Won’t Adapt To New Realities”", FAKE
"Trump is The Lesser Evil Because Hes Such a Narcissist      :", FAKE
"They’re already trying to steal 2016: Inside the GOP voting-rights scheme intended to derail democracy", REAL
